id,label,federation,domain,uri,concept_ref,text_ref,survey_depth,is_seed,lcc,oclc,lccn
2023003495,"Violence, justice, and law in classical antiquity : collected papers of Andrew Lintott",worldcat,roman_republic,http://lccn.loc.gov/2023003495,,http://lccn.loc.gov/2023003495,0,False,DG211 .L55 2024,,2023003495
66071869,"Emigration from Italy in the Republican age Rome,",worldcat,roman_republic,http://lccn.loc.gov/66071869,,http://lccn.loc.gov/66071869,0,False,JV6066 .W5 1966,,66071869
85009819,Intellectual life in the late Roman Republic,worldcat,roman_republic,http://lccn.loc.gov/85009819,,http://lccn.loc.gov/85009819,0,False,DG241.2 .R38 1985,,85009819
09004067,"The client princes of the Roman Empire under the Republic,",worldcat,roman_republic,http://lccn.loc.gov/09004067,,http://lccn.loc.gov/09004067,0,False,DG231 .S3,,09004067
2017055898,Omnium annalium monumenta : historical writing and historical evidence in Republican Rome,worldcat,roman_republic,http://lccn.loc.gov/2017055898,,http://lccn.loc.gov/2017055898,0,False,DG254.2,,2017055898
2023003496,"Violence, justice, and law in classical antiquity : collected papers of Andrew Lintott",worldcat,roman_republic,http://lccn.loc.gov/2023003496,,http://lccn.loc.gov/2023003496,0,False,DG211,,2023003496
2020045632,Exploring the mid-Republican origins of Roman military administration : with stylus and spear,worldcat,roman_republic,http://lccn.loc.gov/2020045632,,http://lccn.loc.gov/2020045632,0,False,U35 .P43 2021,,2020045632
73007434,"Ancient Rome, from Romulus to Augustus.",worldcat,roman_republic,http://lccn.loc.gov/73007434,,http://lccn.loc.gov/73007434,0,False,DG231 .M38 1974,,73007434
02020763,"Republican Rome,",worldcat,roman_republic,http://lccn.loc.gov/02020763,,http://lccn.loc.gov/02020763,0,False,D20 .F58 vol. 4,,02020763
33004049,A history of the Roman republic.,worldcat,roman_republic,http://lccn.loc.gov/33004049,,http://lccn.loc.gov/33004049,0,False,DG231 .R6,,33004049
26019081,A study of the causes of Rome's wars from 343 to 265 B. C. ...,worldcat,roman_republic,http://lccn.loc.gov/26019081,,http://lccn.loc.gov/26019081,0,False,Microfilm 58064 DG,,26019081
05000079,History of the Roman republic.,worldcat,roman_republic,http://lccn.loc.gov/05000079,,http://lccn.loc.gov/05000079,0,False,DG231 .P7,,05000079
05013115,"The civil and constitutional history of Rome,",worldcat,roman_republic,http://lccn.loc.gov/05013115,,http://lccn.loc.gov/05013115,0,False,DG231 .B21,,05013115
