qid,label,source_class,source_class_label,has_coords,instance_of,instance_of_labels,subclass_of,subclass_of_labels,part_of,part_of_labels,property_count,ext_id_count,property_pids
Q2895,Byelorussian Soviet Socialist Republic,Q3024240,historical country,yes,Q236036|Q3024240|Q3624078,republic of the Soviet Union|historical country|sovereign state,,,Q15180|Q76236|Q2305208,Soviet Union|Lithuanian–Byelorussian Soviet Socialist Republic|Russian Socialist Federative Soviet Republic,70,25,P1082|P11012|P11496|P11686|P12086|P122|P12800|P131|P1315|P1343|P13591|P1365|P1366|P1448|P1451|P1464|P1465|P150|P1546|P155|P156|P163|P166|P17|P1705|P1791|P1813|P1889|P2046|P214|P2184|P227|P237|P242|P244|P271|P2936|P297|P298|P299|P30|P3065|P31|P3390|P36|P361|P37|P373|P38|P3842|P3916|P409|P41|P421|P463|P47|P4801|P4839|P571|P576|P625|P646|P773|P78|P8061|P85|P910|P94|P9957|P9984
Q4712,Duchy of Burgundy,Q3024240,historical country,yes,Q1371288|Q154547|Q3024240,vassal state|duchy|historical country,,,,,23,8,P12800|P140|P1464|P17|P242|P2924|P30|P31|P3219|P36|P373|P396|P41|P5008|P571|P576|P625|P646|P8168|P8309|P902|P910|P94
Q4948,Republic of Venice,Q3024240,historical country,yes,Q3624078|Q43185013|Q3024240,sovereign state|maritime republic|historical country,,,,,76,40,P10480|P10565|P1082|P10832|P11137|P11496|P11686|P122|P1245|P12749|P12800|P13030|P13311|P1343|P13591|P1365|P1366|P1417|P1464|P1465|P1549|P156|P163|P17|P1705|P1792|P1830|P1889|P194|P214|P227|P242|P244|P271|P2936|P2950|P30|P3075|P31|P3417|P35|P36|P37|P373|P38|P396|P41|P417|P4839|P5008|P5034|P5492|P571|P5739|P576|P625|P6262|P646|P6900|P7084|P7305|P7666|P7982|P8189|P8217|P8603|P8975|P910|P935|P94|P949|P9507|P9545|P9943|P9957|P9984
Q5257,Satavahana dynasty,Q3024240,historical country,yes,Q164950|Q48349|Q3024240|Q11042,dynasty|empire|historical country|culture,,,,,33,14,P1014|P122|P13591|P1365|P1366|P140|P1417|P1667|P17|P18|P214|P242|P244|P245|P2936|P30|P3075|P31|P3219|P3417|P36|P373|P443|P5008|P571|P576|P625|P6404|P646|P8189|P8406|P8885|P910
Q5743,Ebla,Q3024240,historical country,yes,Q15661340|Q755017|Q3624078|Q3024240|Q11514315,ancient city|tell|sovereign state|historical country|historical period,,,,,42,27,P11729|P12385|P1296|P131|P13591|P1417|P1435|P1438|P1481|P1584|P17|P18|P1889|P214|P227|P242|P244|P2614|P2924|P2936|P31|P3417|P349|P3710|P373|P4171|P4212|P4342|P5008|P571|P576|P625|P6385|P6404|P646|P8168|P8189|P8313|P8406|P9037|P910|P9545
Q5780,Meroë,Q3024240,historical country,yes,Q15661340|Q3024240,ancient city|historical country,,,,,44,29,P10832|P11693|P11729|P12385|P1296|P131|P1343|P13591|P1417|P1481|P1566|P1584|P17|P18|P1889|P1936|P1958|P2046|P214|P227|P244|P2596|P2924|P31|P3219|P349|P373|P5008|P571|P576|P625|P6404|P646|P7305|P757|P7867|P8068|P8189|P8313|P8406|P9000|P948|P949|P9957
Q7209,Han dynasty,Q3024240,historical country,yes,Q12857432|Q50068795|Q11514315|Q3024240,Chinese dynasty|historical Chinese state|historical period|historical country,,,Q11596055|Q5326669,Qin Han|Early Imperial China,55,27,P10565|P1082|P1149|P11514|P12086|P12198|P122|P1343|P13591|P1365|P138|P1417|P1424|P156|P1617|P17|P1705|P18|P1889|P2046|P2184|P227|P242|P244|P2924|P30|P31|P3219|P3417|P3553|P3569|P36|P361|P373|P3827|P5008|P527|P530|P571|P576|P625|P6404|P646|P6900|P691|P7305|P7786|P8189|P8313|P8885|P9000|P910|P935|P9495|P989
Q5324,Gurjara-Pratihara,Q3024240,historical country,no,Q13417114|Q3024240|Q11514315,noble family|historical country|historical period,,,,,21,8,P11514|P122|P1365|P1366|P1417|P214|P242|P2924|P30|P31|P36|P37|P373|P571|P576|P6404|P646|P7867|P8406|P9000|P910
Q5790,Seuna Dynasty,Q3024240,historical country,no,Q164950|Q3024240,dynasty|historical country,,,,,12,2,P1343|P1365|P1366|P2924|P31|P37|P373|P443|P571|P576|P646|P910
Q16,Canada,Q6256,country,yes,Q223832|Q202686|Q3624078|Q6256|Q43702,dominion of the British Empire|Commonwealth realm|sovereign state|country|federation,,,Q49,North America,383,237,P10046|P10077|P10091|P10227|P10234|P10280|P10291|P10297|P10326|P1036|P10456|P10480|P10565|P10730|P10757|P1081|P1082|P10832|P10883|P10916|P11012|P11137|P11194|P11196|P1125|P11408|P1151|P11547|P11593|P11693|P11772|P11924|P11947|P1198|P12036|P12061|P12086|P121|P12187|P122|P1225|P12385|P12443|P1245|P1248|P12515|P12637|P12714|P12721|P12749|P12800|P12844|P1296|P13030|P1304|P13061|P13113|P1313|P13141|P13160|P13161|P13202|P13204|P13236|P13291|P13297|P13300|P13317|P1332|P1333|P13337|P1334|P1335|P13389|P13390|P13426|P1343|P1344|P13440|P13484|P13591|P13613|P1365|P13705|P1375|P13796|P138|P13801|P13803|P13869|P13939|P13967|P14003|P1417|P1424|P1438|P1448|P1451|P1464|P1465|P1482|P150|P1539|P154|P1540|P1546|P1549|P1552|P1566|P158|P1589|P1617|P1622|P163|P166|P1667|P1670|P17|P1705|P172|P1740|P1791|P1792|P18|P1813|P1889|P1906|P1938|P194|P1943|P1968|P2002|P2004|P2044|P2046|P206|P208|P2082|P209|P213|P2131|P214|P2163|P2184|P2238|P2250|P2258|P227|P2347|P237|P242|P244|P2503|P2561|P2572|P2579|P2581|P2596|P2633|P2670|P268|P269|P2852|P2853|P2884|P2924|P2927|P2936|P2959|P2966|P297|P2979|P298|P2983|P2986|P299|P2997|P30|P3001|P3006|P3012|P3024|P3067|P3068|P3075|P31|P3106|P3134|P3175|P3221|P3222|P3238|P3241|P3270|P3271|P3280|P3348|P3365|P3417|P3422|P3451|P349|P35|P3529|P3553|P36|P361|P3612|P3633|P37|P373|P3743|P38|P3846|P3847|P3864|P3896|P3911|P3916|P395|P3984|P402|P4073|P4081|P41|P417|P418|P421|P4223|P4342|P4427|P443|P4527|P457|P4613|P463|P47|P474|P4801|P4839|P4841|P486|P487|P5002|P5008|P5019|P5063|P5125|P5180|P5198|P5250|P530|P5337|P5395|P5400|P5437|P5456|P5573|P5658|P571|P5843|P5905|P6|P6058|P610|P6104|P6200|P6213|P625|P6262|P6265|P6293|P6343|P6344|P6385|P6404|P646|P6573|P6591|P6706|P672|P6766|P6778|P6781|P6839|P6849|P6897|P6900|P691|P7012|P7039|P706|P7127|P7157|P7284|P7293|P7305|P7314|P7422|P7471|P7502|P7562|P7699|P7700|P7775|P78|P7850|P7867|P7870|P793|P7960|P7982|P8061|P807|P8168|P8179|P8189|P8217|P8248|P8309|P8313|P832|P8328|P8365|P8370|P8400|P8402|P8406|P8408|P8419|P8483|P85|P8519|P856|P8590|P8636|P8714|P8744|P8763|P8814|P8826|P8885|P8895|P8899|P8935|P8974|P898|P8988|P901|P902|P9037|P9070|P910|P9100|P92|P9223|P9241|P9293|P9318|P9346|P935|P9368|P94|P9475|P948|P949|P9495|P950|P9545|P9571|P9629|P973|P9757|P9760|P982|P984|P9886|P989|P9937|P9948|P9957|P998|P9983
Q17,Japan,Q6256,country,yes,Q3624078|Q112099|Q6256,sovereign state|island country|country,,,,,398,246,P10046|P10077|P10091|P1015|P10227|P10234|P10235|P10280|P10291|P10297|P10326|P1036|P10376|P10456|P10565|P10730|P10757|P10780|P1081|P1082|P10832|P10916|P11012|P1125|P11408|P11496|P1151|P11547|P11593|P11693|P11772|P11810|P11820|P11832|P11897|P11924|P1198|P12061|P12086|P12187|P122|P1225|P12385|P12417|P12443|P1245|P1248|P12515|P12721|P12749|P12800|P1281|P1296|P12999|P13030|P1304|P13059|P13061|P13113|P1313|P13141|P1315|P13160|P13161|P13202|P13291|P13297|P13300|P13317|P1332|P1333|P1334|P1335|P13389|P13390|P13426|P1343|P1344|P13440|P13484|P13574|P13591|P13606|P13613|P1365|P13705|P13796|P138|P13803|P13835|P13869|P13956|P13974|P140|P1417|P1424|P1438|P1448|P1449|P1451|P1464|P1465|P1482|P150|P1539|P1540|P1549|P1552|P1559|P1566|P158|P1589|P1617|P1621|P1622|P163|P1667|P17|P1705|P172|P1740|P1791|P1792|P18|P1813|P1814|P1842|P1889|P1906|P1938|P194|P1943|P1944|P2002|P2046|P206|P207|P208|P2082|P209|P213|P2131|P214|P2163|P2184|P2238|P2250|P2258|P227|P2326|P2347|P237|P242|P244|P2503|P2561|P2572|P2573|P2579|P2581|P2596|P2633|P2670|P268|P269|P271|P2852|P2853|P2855|P2884|P2892|P2924|P2936|P2959|P2964|P2966|P297|P2979|P298|P2981|P2982|P2983|P2986|P299|P2997|P2998|P30|P3000|P3001|P3006|P3024|P3065|P3067|P3068|P31|P3106|P3134|P3175|P3183|P3221|P3222|P3238|P3241|P3270|P3271|P3365|P3403|P3417|P3422|P349|P35|P3509|P3529|P3553|P36|P3612|P37|P373|P3743|P3749|P3762|P38|P3846|P3847|P3864|P3896|P3911|P3916|P395|P3984|P402|P4073|P409|P41|P418|P421|P4223|P4342|P4427|P443|P4527|P4629|P463|P4640|P47|P474|P4777|P4801|P4802|P4839|P4841|P485|P486|P487|P5008|P5019|P5034|P5063|P5125|P5180|P5184|P5198|P5203|P5247|P5250|P527|P530|P5337|P5400|P5437|P5456|P5573|P5587|P5658|P5698|P571|P5739|P5843|P5905|P5982|P6|P6058|P610|P6104|P6150|P6200|P6213|P625|P6262|P6293|P6343|P6344|P6363|P6385|P6404|P6413|P646|P6573|P6591|P6706|P672|P6766|P6778|P6781|P6839|P6849|P6900|P691|P7012|P7039|P706|P7127|P7157|P7295|P7301|P7305|P7311|P7314|P7422|P7471|P7502|P7506|P7562|P78|P7850|P7867|P7870|P7886|P793|P8061|P8119|P8168|P8179|P8189|P8217|P8248|P8309|P8313|P832|P8328|P8370|P8402|P8406|P8408|P8419|P8432|P8483|P85|P8519|P8636|P8744|P8763|P8814|P8826|P8885|P8895|P8935|P8974|P8988|P8989|P901|P902|P9037|P906|P9084|P910|P9100|P92|P9222|P9241|P9272|P9293|P9296|P9318|P9346|P935|P9368|P94|P9466|P9475|P948|P949|P9495|P950|P9629|P9734|P9757|P9760|P982|P984|P9886|P9937|P9948|P9957|P9964|P998|P9983|P9984
Q20,Norway,Q6256,country,yes,Q3624078|Q6256,sovereign state|country,,,Q8932|Q52062,European Economic Area|Nordic countries,341,215,P10035|P10046|P1005|P10077|P10091|P1015|P10227|P10234|P10280|P10291|P10326|P1036|P10456|P10510|P10730|P10757|P1081|P1082|P10832|P10916|P11012|P11196|P1125|P11408|P1149|P11496|P1151|P11514|P11547|P11593|P11693|P11772|P11897|P11924|P1198|P12061|P12086|P12187|P122|P1225|P12385|P1245|P1248|P12515|P12749|P12800|P12839|P1296|P12999|P13030|P1304|P131|P13113|P1313|P13135|P13141|P13160|P13161|P13202|P13236|P13297|P13300|P13317|P1332|P1333|P1334|P1335|P13389|P13390|P13426|P1343|P13440|P13535|P13574|P13591|P13705|P138|P13803|P13835|P13869|P1417|P1424|P1438|P1448|P1451|P1464|P1465|P150|P1539|P1540|P1549|P1552|P1566|P1589|P1617|P1622|P163|P1667|P17|P1705|P1740|P1791|P1792|P1906|P194|P1943|P2004|P2046|P206|P208|P2082|P209|P213|P2131|P214|P2163|P2184|P2250|P2258|P227|P2347|P237|P242|P244|P2503|P2561|P2572|P2573|P2579|P2581|P2596|P2633|P268|P269|P271|P2852|P2853|P2855|P2884|P2892|P2924|P2936|P2959|P2966|P297|P2979|P298|P2981|P2982|P2983|P2986|P299|P2997|P2999|P30|P3000|P3001|P3006|P3024|P3067|P3068|P31|P3106|P3134|P3175|P3219|P3221|P3222|P3238|P3241|P3270|P3271|P3365|P3417|P3422|P349|P35|P3509|P3529|P3553|P36|P361|P3612|P37|P373|P3743|P3749|P38|P3864|P3896|P3911|P3916|P395|P3984|P402|P4073|P4081|P41|P417|P421|P4223|P4342|P4427|P443|P4527|P457|P4613|P4619|P463|P47|P474|P4801|P4839|P4841|P486|P487|P5002|P5008|P5019|P5063|P5125|P5180|P5198|P5247|P5250|P527|P530|P5400|P5437|P5456|P5573|P5658|P5698|P571|P5739|P5843|P5905|P5982|P6|P605|P6058|P610|P6104|P6200|P6213|P625|P6262|P6293|P6328|P6343|P6344|P6385|P6404|P646|P6573|P6621|P6706|P6713|P672|P6766|P6778|P6781|P6839|P6849|P6897|P6900|P691|P7012|P7039|P706|P7127|P7157|P7305|P7471|P78|P7850|P7867|P7870|P7996|P8168|P8179|P8189|P8217|P8248|P8309|P8313|P832|P8328|P8402|P8406|P8408|P8483|P85|P8519|P856|P8590|P8744|P8763|P8814|P8826|P8885|P8895|P8935|P8974|P898|P8988|P901|P902|P9037|P9084|P910|P9100|P9241|P9318|P9346|P935|P9368|P94|P9466|P9475|P948|P949|P9495|P950|P9545|P9629|P973|P9734|P9757|P9760|P982|P984|P9850|P9886|P989|P9937|P9948|P9957|P998|P9983|P9984
Q27,Ireland,Q6256,country,yes,Q3624078|Q112099|Q6256|Q127693126,sovereign state|island country|country|successor state,,,Q8932,European Economic Area,300,179,P10046|P10077|P10091|P10234|P10291|P10297|P1036|P10456|P10730|P10757|P1081|P1082|P10832|P10916|P11012|P11196|P11408|P1151|P11514|P11593|P11693|P11772|P11835|P11897|P11924|P1198|P12061|P122|P1225|P12385|P1245|P1248|P12515|P12749|P12800|P1296|P13030|P1304|P13061|P13113|P1313|P13160|P13202|P13204|P13279|P13297|P13300|P13317|P1332|P1333|P1334|P1335|P13389|P13390|P13426|P1343|P13440|P13574|P13591|P13613|P1365|P13705|P13750|P138|P13835|P13869|P13939|P1410|P1417|P1424|P1438|P1448|P1451|P1464|P1465|P150|P1539|P1540|P1549|P155|P1552|P1566|P1589|P1617|P1621|P1622|P163|P1667|P17|P1705|P1740|P1791|P1792|P18|P1813|P1889|P1906|P194|P1943|P2002|P2004|P2046|P208|P2082|P209|P213|P2131|P214|P2163|P2184|P2250|P2258|P227|P2347|P237|P242|P244|P2503|P2572|P2573|P2581|P2596|P2633|P2670|P268|P269|P2852|P2853|P2855|P2884|P2892|P2924|P2936|P2959|P2966|P297|P2979|P298|P2981|P2982|P2983|P299|P2997|P30|P3000|P3001|P3067|P3068|P31|P3106|P3175|P3219|P3222|P3238|P3365|P3417|P3422|P3479|P349|P35|P3509|P3529|P3553|P36|P361|P3612|P3615|P37|P373|P3743|P38|P3847|P3864|P3896|P3911|P3916|P395|P3984|P402|P41|P421|P4223|P4342|P4427|P443|P4527|P4613|P463|P4672|P47|P474|P4801|P4839|P4841|P486|P487|P5002|P5008|P5019|P5063|P5097|P5125|P5180|P5198|P5247|P5250|P530|P5400|P5437|P5456|P5573|P5658|P5698|P571|P5843|P5905|P6|P605|P6058|P610|P6104|P6200|P6213|P625|P6262|P6265|P6293|P6343|P6344|P6385|P6404|P646|P6573|P6592|P6706|P672|P6766|P6778|P6781|P6839|P6900|P691|P706|P7157|P7293|P7295|P7305|P7471|P78|P7850|P7867|P7870|P8168|P8189|P8217|P8309|P8313|P8328|P8402|P8406|P8408|P8483|P85|P8519|P856|P8687|P8744|P8763|P8814|P8826|P8885|P8895|P8935|P898|P8988|P901|P902|P9037|P910|P9100|P9223|P9241|P9346|P935|P9368|P94|P9466|P948|P949|P9495|P9545|P9757|P982|P984|P989|P9937|P9948|P9957|P998|P9983
Q28,Hungary,Q6256,country,yes,Q3624078|Q123480|Q6256|Q127693126,sovereign state|landlocked country|country|successor state,,,Q27509,Central Europe,342,217,P1005|P10077|P10091|P1015|P10227|P10234|P10280|P10291|P10297|P10326|P1036|P10456|P10565|P10730|P1081|P1082|P10832|P10916|P11012|P11137|P11196|P1125|P11408|P11496|P1151|P11547|P11593|P11620|P11686|P11693|P11772|P11897|P11924|P1198|P12061|P12086|P12187|P122|P1225|P12385|P1245|P1248|P12515|P12721|P12749|P1279|P12800|P1296|P12999|P13030|P1304|P13061|P13113|P1313|P13141|P13160|P13202|P13297|P13300|P13317|P1332|P1333|P1334|P1335|P13389|P13390|P13426|P1343|P13440|P13574|P13591|P1365|P138|P13803|P13835|P13869|P13906|P1410|P1417|P1424|P1438|P1448|P1464|P1465|P150|P1539|P1540|P1549|P1552|P1566|P158|P1589|P1617|P1622|P163|P1667|P17|P1705|P1740|P1791|P1792|P18|P1842|P1889|P1906|P194|P1958|P2004|P2046|P206|P208|P2082|P209|P213|P2131|P2132|P214|P2163|P2184|P2250|P2258|P227|P2347|P237|P242|P244|P2503|P2572|P2573|P2581|P2596|P2633|P268|P269|P271|P2852|P2853|P2855|P2884|P2924|P2936|P2959|P2966|P297|P2979|P298|P2981|P2982|P2983|P299|P2997|P30|P3000|P3001|P3006|P3024|P3065|P3067|P3068|P31|P3106|P3175|P3219|P3221|P3222|P3238|P3241|P3270|P3271|P3348|P3365|P3417|P3422|P3479|P349|P35|P3509|P3553|P36|P361|P3612|P37|P373|P3743|P38|P3847|P3896|P3911|P3916|P395|P3984|P402|P41|P421|P4223|P4342|P4427|P443|P4527|P4619|P463|P4672|P47|P474|P4801|P4839|P4841|P486|P487|P5002|P5008|P5019|P5063|P5125|P5140|P5180|P5198|P5250|P530|P5400|P5437|P5456|P5555|P5573|P5658|P5698|P571|P5739|P5843|P5905|P5982|P6|P605|P610|P6104|P6150|P6200|P6213|P625|P6262|P6293|P6343|P6344|P6385|P6404|P646|P6482|P6573|P6706|P672|P6766|P6778|P6781|P6839|P6849|P6897|P6900|P691|P6987|P7012|P7039|P706|P7127|P7301|P7305|P7314|P7369|P7471|P7502|P7562|P7700|P78|P7850|P7867|P7870|P793|P7960|P7982|P8168|P8189|P8217|P8248|P8309|P8313|P832|P8328|P8402|P8406|P8408|P8432|P8476|P8477|P8483|P85|P8519|P856|P8569|P8714|P8744|P8763|P8814|P8826|P8885|P8895|P8935|P8974|P898|P8988|P901|P902|P9037|P9070|P910|P9100|P9222|P9241|P9346|P935|P9368|P94|P9466|P9475|P948|P949|P9495|P9498|P950|P9545|P9629|P9734|P9757|P9760|P9809|P982|P984|P9850|P9937|P9948|P9957|P998|P9983|P9984
Q29,Spain,Q6256,country,yes,Q3624078|Q1250464|Q6256|Q51576574|Q179671,sovereign state|realm|country|Mediterranean country|nation state,,,Q8932,European Economic Area,400,266,P10046|P1005|P10077|P10091|P10227|P10234|P10291|P10297|P10326|P1036|P10456|P10480|P10730|P10757|P1081|P1082|P10832|P10916|P11012|P11137|P11194|P11196|P1125|P11408|P11496|P1151|P11547|P11593|P11662|P11686|P11693|P11772|P11820|P11897|P11924|P1198|P12036|P12061|P12086|P12187|P122|P1225|P12385|P12443|P1245|P1248|P12502|P12515|P1273|P12749|P12800|P12874|P1296|P12999|P13030|P13061|P13113|P1313|P13135|P13141|P1315|P13160|P13161|P13202|P13204|P13255|P13279|P13291|P13297|P13300|P13311|P13317|P1332|P1333|P1334|P1335|P13389|P13390|P13426|P1343|P1344|P13440|P13574|P13591|P13613|P1365|P13705|P13750|P13796|P138|P13803|P13804|P13816|P13835|P13869|P1410|P1417|P1424|P1438|P1448|P1451|P1464|P1465|P150|P1539|P1540|P1546|P1549|P1552|P1559|P1566|P1589|P1617|P1622|P163|P1667|P17|P1705|P172|P1740|P1748|P1791|P1792|P18|P1813|P1889|P1890|P1906|P194|P1943|P1958|P2002|P2004|P2013|P2046|P206|P208|P2082|P209|P213|P2131|P2132|P214|P2163|P2184|P2250|P2258|P227|P2347|P237|P2397|P242|P244|P2503|P2572|P2573|P2579|P2581|P2596|P2633|P2670|P268|P269|P271|P2799|P2852|P2853|P2855|P2884|P2892|P2924|P2936|P2950|P2959|P2966|P297|P2979|P298|P2981|P2982|P2983|P299|P2997|P2998|P2999|P30|P3000|P3001|P3006|P3024|P3065|P3067|P3068|P3075|P3097|P31|P3106|P3175|P3221|P3222|P3270|P3271|P3365|P3403|P3417|P3422|P349|P35|P3509|P3529|P3553|P36|P361|P3612|P3633|P3643|P37|P373|P3743|P3749|P3788|P38|P3846|P3847|P3896|P3911|P3916|P395|P3964|P3984|P402|P4081|P409|P4098|P41|P421|P4212|P4223|P4342|P4427|P443|P4440|P4527|P4613|P463|P4672|P47|P4725|P474|P4801|P4802|P4839|P4841|P486|P487|P5002|P5008|P5019|P5034|P5063|P5125|P5180|P5198|P5247|P5250|P530|P5400|P5437|P5456|P5573|P5587|P5698|P571|P5739|P5806|P5843|P5905|P6|P605|P6058|P610|P6104|P6150|P6200|P6213|P625|P6262|P6265|P6293|P6328|P6343|P6344|P6385|P6404|P6412|P646|P6573|P6680|P6694|P6706|P672|P6766|P6778|P6781|P6839|P6849|P6900|P691|P7012|P7024|P706|P7127|P7157|P7295|P7305|P7314|P7369|P7422|P7471|P7502|P7522|P7607|P7699|P7775|P78|P7850|P7867|P7870|P793|P7960|P8061|P8072|P8168|P8189|P8217|P8248|P8309|P8313|P832|P8328|P8365|P8370|P8402|P8406|P8408|P8424|P8472|P8483|P85|P8519|P856|P8687|P8714|P8717|P8744|P8763|P8814|P8826|P8885|P8895|P8935|P8974|P898|P8988|P901|P902|P9037|P906|P9084|P910|P9100|P9241|P9272|P9318|P9346|P935|P94|P9466|P9475|P948|P949|P9495|P950|P9571|P9629|P9734|P9757|P9760|P9809|P982|P984|P9850|P989|P9937|P9943|P9948|P9957|P998|P9983|P9984
Q30,United States,Q6256,country,yes,Q3624078|Q1520223|Q5255892|Q512187|Q1489259|Q6256|Q99541706,sovereign state|constitutional republic|democratic republic|federal republic|superpower|country|historical unrecognized state,,,Q49,North America,450,298,P10046|P1005|P10077|P10091|P1015|P1017|P10227|P10234|P10280|P10291|P10297|P10326|P1036|P10376|P10397|P10456|P10510|P10541|P10565|P10622|P10730|P10757|P1081|P1082|P10832|P10888|P10916|P11012|P11137|P11194|P11196|P11245|P1125|P11408|P11493|P11496|P1151|P11514|P11547|P11593|P11632|P11662|P11686|P11693|P11762|P11764|P11765|P11832|P11835|P1188|P11924|P1198|P12036|P12061|P12086|P12187|P122|P1225|P12385|P12431|P12443|P1245|P1248|P12515|P12637|P12721|P1273|P12749|P12800|P1281|P1296|P12966|P13030|P1304|P13059|P13061|P13113|P1313|P13135|P13141|P1315|P13160|P13161|P13202|P13204|P13236|P1325|P13255|P13257|P13291|P13297|P13300|P13317|P1332|P13326|P1333|P1334|P1335|P13389|P13390|P13397|P13426|P1343|P1344|P13440|P13484|P13574|P13591|P13634|P1365|P13705|P13796|P138|P13803|P13835|P13869|P14136|P1417|P1424|P1438|P1441|P1448|P1451|P1464|P1465|P1482|P150|P1538|P1539|P1540|P1546|P1549|P1552|P1566|P158|P1581|P1589|P1617|P1622|P163|P1667|P17|P1705|P172|P1740|P1748|P1791|P1792|P18|P1813|P1830|P1842|P1889|P1906|P1938|P194|P1943|P1944|P1968|P2002|P2003|P2004|P2013|P2046|P206|P208|P2082|P209|P213|P2131|P214|P2163|P2184|P2238|P2250|P2258|P227|P2347|P237|P2397|P242|P244|P2503|P2572|P2573|P2579|P2581|P2596|P2612|P2633|P2670|P268|P269|P271|P2852|P2853|P2884|P2892|P2924|P2936|P2959|P2966|P297|P2979|P298|P2983|P2986|P299|P2997|P30|P3001|P3006|P3024|P3065|P3067|P3068|P31|P3106|P3134|P3175|P3183|P3219|P3221|P3222|P3241|P3348|P3365|P3417|P3422|P3451|P3479|P349|P35|P3509|P3529|P3553|P36|P361|P3612|P3633|P37|P373|P3743|P3749|P3762|P3788|P38|P3836|P3847|P3864|P3896|P3911|P3916|P395|P396|P3964|P3984|P402|P4073|P4081|P409|P41|P4167|P418|P421|P4212|P4272|P4342|P4427|P443|P4440|P4442|P4527|P457|P460|P4619|P4629|P463|P4640|P47|P4725|P474|P4801|P4802|P4839|P4841|P486|P487|P5008|P5019|P5034|P5063|P5125|P5140|P5141|P5167|P5180|P5198|P5247|P5250|P530|P5337|P5400|P5437|P5456|P5573|P5587|P5658|P571|P5748|P5806|P6|P6058|P610|P6104|P6200|P6213|P625|P6262|P6265|P6293|P6328|P6343|P6344|P6363|P6385|P6404|P646|P648|P6573|P6591|P6680|P6694|P6696|P6706|P672|P6766|P6778|P6781|P6839|P6849|P6897|P6900|P691|P7012|P7039|P7101|P7127|P7157|P7284|P7293|P7295|P7301|P7305|P7314|P7471|P7502|P7699|P7700|P7775|P7783|P78|P7850|P7865|P7867|P7870|P793|P7982|P8034|P8061|P8072|P8168|P8189|P8217|P8246|P8248|P8253|P8309|P8313|P832|P8328|P8365|P8370|P8400|P8402|P8406|P8408|P8483|P85|P8519|P856|P8569|P8636|P8651|P8687|P8714|P8717|P8744|P8763|P8785|P8814|P8826|P8885|P8895|P8935|P8974|P898|P8988|P901|P902|P9037|P906|P9084|P910|P92|P9223|P9241|P9272|P9293|P9318|P9346|P9347|P9348|P9349|P935|P9368|P94|P9437|P9466|P9475|P948|P949|P9495|P950|P9545|P9571|P973|P9757|P9807|P982|P984|P9885|P9886|P989|P9937|P9948|P9957|P998|P9982|P9984
